,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,std_areas_FGA,std_areas_FGA ranked
154,154,610,2024,Alperen Sengun,5,C,5,HOU,5,63.0,7,63.0,5,8.4,2,15.6,3,1.8,9,0.297,9,13.8,1,0.567,4,0.553,5,3.9,2,5.6,2,0.693,10,2.9,1,6.4,2,9.3,1,1.9,6,5.0,3,1.2,2,0.7,3,2.6,2,3.3,1,21.1,3,22.0,1,0.585,5,0.113,9,0.358,2,10.1,1,22.8,2,16.4,2,25.3,3,1.8,3,2.1,3,12.5,4,27.2,2,3.4,3,3.2,2,6.6,2,0.154,2,3.1,2,1.8,1,4.9,1,3.5,2,7.9,9,0.338,2,0.394,1,0.115,4,0.04,6,7.5,3,1.7999999999999998,10,0.6,10
155,155,612,2024,Collin Sexton,5,SG,5,UTA,5,78.0,1,51.0,6,6.5,4,13.3,4,4.2,7,0.394,3,9.1,3,0.53,6,0.549,6,4.1,2,4.7,2,0.859,2,0.9,5,1.7,10,2.6,10,2.3,4,4.9,3,0.8,7,0.2,9,2.1,3,2.0,7,18.7,4,19.7,2,0.607,3,0.313,8,0.356,2,4.1,5,7.5,10,5.8,10,29.6,2,1.5,5,0.8,8,12.1,4,27.8,2,4.8,2,0.4,10,5.2,4,0.12,4,3.7,2,-1.9,10,1.8,3,2.0,3,12.3,8,0.203,6,0.346,1,0.098,5,0.039,6,2.7,6,21.2,5,8.4,5
156,156,615,2024,Shaedon Sharpe,5,SG,5,POR,5,32.0,10,25.0,9,5.5,5,13.6,4,5.6,4,0.333,8,7.9,5,0.457,10,0.475,10,3.1,3,3.7,3,0.824,4,1.3,4,3.7,6,5.0,5,1.3,9,2.9,6,0.9,5,0.4,7,2.3,3,2.8,2,15.9,5,11.4,9,0.524,10,0.415,5,0.274,4,4.4,5,14.2,6,9.0,6,13.7,7,1.3,7,1.0,7,12.9,3,22.6,5,-0.3,10,0.7,10,0.4,10,0.018,10,-1.9,9,-0.9,8,-2.8,10,-0.2,9,14.9,5,0.235,5,0.168,7,0.099,4,0.083,3,7.1,3,15.6,7,6.2,7
157,157,618,2024,Pascal Siakam,5,PF,5,TOT,5,78.0,1,78.0,1,8.5,2,15.9,3,3.1,8,0.34,8,12.8,2,0.581,2,0.567,4,3.7,2,5.0,2,0.733,8,1.7,3,5.3,3,7.1,3,2.4,3,4.4,4,0.8,7,0.3,8,1.8,4,2.4,4,21.7,2,19.6,2,0.599,4,0.195,9,0.315,3,6.3,3,19.6,3,12.8,3,19.7,4,1.2,8,0.8,8,9.0,9,25.4,3,4.8,2,1.5,7,6.4,3,0.117,4,2.7,2,-0.6,7,2.0,3,2.7,2,9.9,9,0.303,2,0.31,2,0.132,3,0.061,5,3.2,6,29.5,4,11.7,4
158,158,623,2024,Anfernee Simons,5,SG,5,POR,5,46.0,10,46.0,7,7.8,3,18.2,2,8.8,1,0.385,4,9.4,3,0.472,10,0.523,8,3.5,3,3.9,3,0.916,1,0.5,9,3.2,7,3.6,8,2.0,5,5.5,2,0.5,10,0.1,10,2.7,2,2.1,6,22.6,2,15.8,5,0.568,7,0.484,3,0.213,6,1.6,9,11.7,8,6.3,9,27.4,2,0.7,10,0.3,10,12.1,4,28.3,2,1.4,7,0.7,10,2.0,9,0.062,8,2.7,2,-2.5,10,0.2,5,0.8,6,17.1,3,0.14,9,0.183,6,0.105,4,0.088,3,1.7999999999999998,7,7.7,9,3.0,9
159,159,633,2024,Jabari Smith Jr.,5,PF,5,HOU,5,73.0,4,73.0,2,5.0,6,11.0,6,5.0,5,0.368,5,6.0,7,0.528,6,0.539,6,2.0,6,2.5,6,0.822,5,1.8,2,6.4,2,8.2,2,1.2,9,1.5,9,0.7,8,0.8,3,1.2,8,2.7,2,13.9,6,13.9,7,0.575,6,0.453,4,0.224,6,6.6,3,22.9,2,14.7,2,6.8,10,1.1,9,2.3,3,9.1,8,17.8,7,2.0,5,3.3,2,5.3,4,0.109,4,-0.5,7,0.2,4,-0.3,6,1.0,6,16.0,4,0.188,7,0.142,9,0.142,2,0.075,4,6.7,3,18.4,6,7.3,6
160,160,637,2024,Jeremy Sochan,5,PF,5,SAS,5,74.0,3,73.0,2,4.6,7,10.5,7,3.1,8,0.308,9,7.4,5,0.492,9,0.483,10,1.5,7,1.9,8,0.771,7,1.9,2,4.6,4,6.4,3,1.8,6,3.4,5,0.8,7,0.5,6,1.9,4,2.3,4,11.6,8,11.4,9,0.513,10,0.293,8,0.186,7,7.2,2,18.4,4,12.8,3,16.0,5,1.4,6,1.5,6,14.3,2,19.0,7,-0.8,10,1.8,6,1.0,10,0.022,10,-2.8,10,-0.6,7,-3.4,10,-0.8,10,11.0,9,0.332,2,0.256,3,0.084,6,0.035,7,9.8,2,31.7,3,12.6,3
161,161,646,2024,Isaiah Stewart,5,PF,5,DET,5,46.0,10,45.0,7,4.0,8,8.3,8,3.8,7,0.383,4,4.5,8,0.575,3,0.575,3,1.4,8,1.8,8,0.753,8,1.6,3,5.0,3,6.6,3,1.1,10,1.6,9,0.4,10,0.8,3,1.4,7,2.2,5,10.9,8,11.3,9,0.6,4,0.458,4,0.223,6,6.0,3,19.3,3,12.6,3,7.1,10,0.6,10,2.3,3,13.6,3,14.6,9,0.7,9,0.9,9,1.6,9,0.055,9,-1.6,9,-0.7,7,-2.3,9,-0.1,9,13.5,7,0.301,3,0.212,5,0.018,10,0.01,9,7.1,3,34.9,2,13.9,2
162,162,648,2024,Max Strus,5,SF,5,CLE,5,68.0,6,68.0,4,4.4,8,10.4,7,6.9,2,0.348,7,3.5,9,0.563,4,0.536,7,1.1,9,1.4,9,0.798,6,0.9,5,3.9,5,4.8,5,2.4,3,3.9,4,0.9,5,0.4,7,1.6,5,2.5,3,12.2,7,11.6,9,0.557,8,0.663,1,0.133,9,3.5,6,14.4,6,9.1,5,16.6,5,1.5,5,1.2,7,12.7,4,17.5,7,1.0,8,2.5,3,3.5,6,0.077,7,-1.2,8,0.5,3,-0.7,7,0.7,6,18.4,1,0.232,5,0.078,10,0.017,10,0.01,9,3.5000000000000004,5,23.1,5,9.2,5
163,163,649,2024,Jalen Suggs,5,SG,5,ORL,5,73.0,4,73.0,2,4.5,8,9.6,7,5.2,5,0.398,3,4.4,8,0.553,5,0.577,3,1.5,7,2.0,7,0.764,7,0.6,8,2.4,9,3.1,9,1.5,8,2.7,7,1.4,1,0.6,4,1.8,4,2.7,2,12.6,7,14.1,7,0.601,4,0.539,2,0.212,6,3.0,7,11.3,8,7.1,8,15.1,6,2.7,1,2.2,3,14.5,2,20.1,6,1.1,8,3.2,2,4.3,5,0.106,5,-0.6,7,1.6,1,1.0,4,1.5,4,16.7,3,0.202,6,0.139,9,0.08,6,0.04,6,4.6,5,25.7,4,10.2,4
164,164,652,2024,Jayson Tatum,5,PF,5,BOS,5,73.0,4,73.0,2,9.1,1,19.4,1,8.2,1,0.379,4,11.1,2,0.541,5,0.553,5,5.6,1,6.7,1,0.834,4,0.9,5,7.3,1,8.2,2,2.0,5,4.9,3,1.0,4,0.6,4,2.5,2,1.9,7,27.0,1,22.3,1,0.605,3,0.426,5,0.345,2,3.0,7,22.0,2,13.0,3,21.1,4,1.4,6,1.4,6,10.3,7,30.4,1,5.7,1,4.3,1,10.0,1,0.184,1,4.5,1,0.6,3,5.1,1,4.7,1,15.4,5,0.222,5,0.167,7,0.093,5,0.092,2,6.4,3,6.0,9,2.3,9
165,165,659,2024,Cam Thomas,5,SG,5,BRK,5,64.0,7,49.0,7,7.9,2,18.0,2,5.9,3,0.361,6,12.1,2,0.478,9,0.499,10,4.3,2,5.0,2,0.854,3,0.4,9,2.8,8,3.3,9,1.5,8,2.9,6,0.7,8,0.3,8,1.9,4,2.1,6,22.2,2,15.8,5,0.55,9,0.33,7,0.279,4,1.6,9,11.0,9,6.1,10,15.5,6,1.1,9,0.7,9,8.4,9,30.7,1,0.8,8,1.3,8,2.1,8,0.049,9,0.4,6,-1.9,10,-1.5,8,0.2,8,14.8,5,0.139,9,0.226,4,0.188,1,0.117,2,0.2,10,13.200000000000001,8,5.2,8
166,166,662,2024,Ausar Thompson,5,SF,5,DET,5,63.0,7,38.0,8,3.7,9,7.6,9,1.8,9,0.186,10,5.8,7,0.575,3,0.505,9,1.1,9,1.9,8,0.597,10,2.0,2,4.3,4,6.4,3,1.5,8,1.9,8,1.1,3,0.9,2,1.3,7,2.8,2,8.8,10,12.8,8,0.522,10,0.235,9,0.248,5,9.5,2,20.5,3,14.9,2,10.8,8,2.1,1,3.2,2,13.6,3,16.7,8,-0.1,10,1.8,6,1.7,9,0.051,9,-2.8,10,0.6,3,-2.2,9,-0.1,9,9.8,9,0.377,2,0.283,2,0.05,8,0.054,5,18.3,1,57.49999999999999,1,22.9,1
167,167,663,2024,Klay Thompson,5,SF,5,GSW,5,75.0,2,61.0,5,6.4,4,14.7,4,8.9,1,0.386,4,5.7,7,0.507,8,0.551,6,1.6,7,1.7,8,0.922,1,0.4,9,2.8,8,3.3,9,1.5,8,2.3,7,0.7,8,0.4,7,1.5,6,1.7,9,17.7,4,13.8,7,0.575,6,0.609,2,0.116,10,1.8,9,11.3,8,6.6,9,11.2,8,1.1,9,1.3,6,9.0,9,24.4,4,1.7,6,1.4,8,3.1,7,0.066,8,0.9,4,-1.5,9,-0.6,7,0.8,6,20.3,1,0.051,10,0.108,10,0.106,4,0.125,1,0.2,10,13.3,7,5.3,7
168,168,674,2024,Karl-Anthony Towns,5,PF,5,MIN,5,60.0,8,60.0,5,7.9,2,15.5,3,5.3,4,0.423,1,10.3,3,0.55,5,0.578,3,4.2,2,4.8,2,0.874,2,1.5,3,6.9,2,8.4,2,1.1,10,3.0,6,0.7,8,0.7,3,2.8,1,3.3,1,22.1,2,19.2,3,0.628,2,0.34,7,0.307,3,6.1,3,24.8,2,15.9,2,14.7,6,1.1,9,1.8,4,13.8,3,27.8,2,2.5,4,3.6,1,6.0,3,0.147,2,1.9,3,1.0,2,2.8,3,2.4,3,12.6,8,0.259,4,0.294,2,0.063,7,0.044,6,4.3,5,8.799999999999999,9,3.5,9
169,169,675,2024,Gary Trent Jr.,5,SG,5,TOR,5,69.0,5,39.0,8,5.1,6,11.9,5,6.3,3,0.397,3,5.5,7,0.466,10,0.535,7,1.0,9,1.3,9,0.763,7,0.3,10,2.3,10,2.7,10,2.4,3,1.7,9,1.1,3,0.1,10,0.7,10,1.3,10,13.8,6,12.3,8,0.551,8,0.534,3,0.113,10,1.5,10,10.1,9,5.7,10,8.7,9,2.0,2,0.5,10,5.1,10,20.1,6,0.8,8,0.8,9,1.6,9,0.04,10,-1.2,8,-1.3,9,-2.5,9,-0.2,9,18.4,1,0.115,9,0.12,9,0.101,4,0.13,1,1.2,8,16.400000000000002,6,6.5,6
170,170,680,2024,Myles Turner,5,C,5,IND,5,75.0,2,75.0,1,6.1,5,11.7,5,4.2,7,0.356,7,7.5,5,0.61,2,0.582,3,3.2,3,4.1,3,0.773,7,1.5,3,5.4,3,6.9,3,0.9,10,1.3,10,0.5,10,1.9,1,1.4,7,3.1,1,16.9,4,18.9,3,0.622,2,0.358,7,0.351,2,6.5,3,24.2,2,15.3,2,6.3,10,0.9,10,5.4,1,9.4,8,23.4,4,3.0,3,2.2,4,5.2,4,0.124,4,0.8,5,-0.1,5,0.7,5,1.4,5,13.2,7,0.246,4,0.254,3,0.083,6,0.059,5,7.7,3,12.7,8,5.0,8
171,171,685,2024,Fred VanVleet,5,PG,5,HOU,5,72.0,4,72.0,3,5.7,5,13.7,4,8.0,1,0.38,4,5.8,7,0.465,10,0.526,8,2.6,4,3.0,5,0.858,2,0.4,9,3.3,7,3.8,7,4.8,1,8.1,1,1.4,1,0.8,3,1.7,5,2.5,3,17.1,4,16.5,5,0.566,7,0.58,2,0.222,6,1.3,10,10.5,9,5.8,10,31.2,1,1.8,3,2.0,4,10.3,7,19.6,6,4.7,2,3.2,2,7.9,1,0.143,3,2.4,3,0.8,3,3.2,2,3.5,2,19.9,1,0.095,10,0.118,9,0.073,7,0.134,1,0.0,10,8.7,9,3.4,9
172,172,686,2024,Devin Vassell,5,SG,5,SAS,5,68.0,6,62.0,5,7.3,3,15.5,3,6.6,3,0.372,5,9.0,4,0.544,5,0.55,6,2.4,5,3.0,5,0.801,6,0.4,9,3.4,6,3.8,7,2.6,3,4.1,4,1.1,3,0.3,8,1.6,5,1.1,10,19.5,3,15.7,5,0.578,6,0.422,5,0.19,7,1.4,10,12.4,8,6.8,8,19.2,4,1.6,4,0.8,8,8.6,9,23.8,4,1.8,6,1.5,7,3.3,7,0.069,8,0.9,4,-1.0,8,-0.1,6,1.1,5,16.4,3,0.163,8,0.126,9,0.159,2,0.13,1,5.0,4,18.8,6,7.5,6
173,173,689,2024,Nikola Vučević,5,C,5,CHI,5,74.0,3,72.0,3,7.6,3,15.8,3,4.1,7,0.29,10,11.7,2,0.546,5,0.518,8,1.4,8,1.7,8,0.823,5,2.7,1,7.8,1,10.5,1,2.1,5,3.3,6,0.6,9,0.8,3,1.6,5,2.5,3,17.8,4,17.5,4,0.536,10,0.259,9,0.106,10,9.4,2,27.8,1,18.4,2,15.4,6,1.0,9,2.4,2,8.8,9,23.5,4,1.9,6,2.9,2,4.8,4,0.091,6,0.6,5,-0.7,7,-0.1,6,1.2,5,12.1,8,0.225,5,0.302,2,0.13,3,0.085,3,3.1,6,5.6000000000000005,9,2.2,10
174,174,693,2024,Franz Wagner,5,SF,5,ORL,5,70.0,5,70.0,3,7.3,3,15.1,3,4.6,6,0.283,10,10.5,3,0.57,3,0.525,8,3.7,2,4.4,3,0.845,3,1.0,5,4.3,4,5.3,4,2.0,5,3.8,5,1.0,4,0.4,7,1.9,4,2.3,4,19.6,3,17.4,4,0.575,6,0.307,8,0.293,4,3.8,5,16.7,4,10.2,4,18.9,5,1.6,4,1.1,7,10.2,7,25.8,3,2.6,4,3.2,2,5.8,3,0.122,4,0.9,4,0.2,4,1.1,4,1.8,4,11.3,9,0.312,2,0.32,2,0.041,9,0.021,8,6.1,4,12.0,8,4.7,8
175,175,704,2024,P.J. Washington,5,PF,5,TOT,5,72.0,4,44.0,7,4.9,7,11.2,6,5.7,4,0.32,9,5.5,7,0.557,4,0.517,9,1.4,8,2.0,7,0.683,10,1.2,4,4.5,4,5.7,4,1.5,8,1.9,8,1.0,4,0.8,3,1.3,7,2.3,4,12.9,7,12.2,9,0.536,10,0.511,3,0.181,8,4.5,4,17.7,4,11.0,4,9.2,8,1.6,4,2.4,2,10.0,7,19.2,6,-0.3,10,2.0,5,1.7,9,0.036,10,-1.8,9,-0.4,6,-2.2,9,-0.1,9,15.4,5,0.199,6,0.24,4,0.039,9,0.011,9,6.0,4,26.6,4,10.6,4
176,176,714,2024,Victor Wembanyama,5,C,5,SAS,5,70.0,5,70.0,3,7.7,3,16.6,2,5.5,4,0.322,9,11.1,2,0.535,6,0.518,8,4.1,2,5.1,2,0.797,6,2.3,2,8.3,1,10.6,1,1.1,10,3.8,5,1.2,2,3.6,1,3.6,1,2.2,5,21.3,2,23.1,1,0.565,7,0.33,7,0.311,3,9.0,2,33.6,1,21.1,1,21.5,4,2.0,2,10.1,1,16.1,1,32.4,1,-1.0,10,4.3,1,3.2,7,0.075,7,1.9,3,3.3,1,5.2,1,3.7,1,13.0,7,0.292,3,0.205,5,0.09,5,0.084,3,15.9,1,5.5,10,2.1,10
177,177,717,2024,Coby White,5,PG,5,CHI,5,76.0,2,75.0,1,6.8,4,15.3,3,7.1,2,0.378,4,8.1,4,0.502,8,0.532,7,2.8,4,3.3,4,0.837,3,0.6,8,4.0,5,4.6,5,2.5,3,5.2,3,0.7,8,0.2,9,2.1,3,2.4,4,19.0,4,14.3,7,0.569,7,0.468,4,0.216,6,1.8,9,13.5,6,7.5,8,21.0,4,0.9,10,0.6,9,11.2,6,22.8,5,2.5,4,1.7,6,4.1,5,0.072,7,0.6,5,-1.3,9,-0.7,7,0.9,6,15.6,4,0.247,4,0.152,8,0.086,5,0.047,6,1.2,8,12.5,8,5.0,8
178,178,719,2024,Derrick White,5,SG,5,BOS,5,72.0,4,72.0,3,5.4,6,11.6,6,6.8,2,0.398,3,4.8,8,0.556,5,0.58,3,1.9,6,2.1,7,0.901,1,0.7,7,3.6,6,4.3,6,3.5,1,5.2,3,1.0,4,1.2,1,1.5,6,2.1,6,15.3,5,17.1,4,0.613,3,0.59,2,0.182,8,2.6,7,11.8,8,7.4,8,21.5,4,1.6,4,3.2,2,11.0,6,18.8,7,4.9,2,3.5,1,8.4,1,0.171,2,2.5,3,1.4,2,3.9,2,3.5,2,17.9,2,0.115,9,0.191,6,0.08,6,0.024,8,1.6,8,20.3,5,8.1,5
179,179,723,2024,Andrew Wiggins,5,SF,5,GSW,5,68.0,6,56.0,6,5.0,6,10.9,6,3.5,8,0.363,6,7.4,5,0.496,9,0.511,9,1.9,6,2.5,6,0.743,8,1.6,3,3.0,7,4.5,6,1.4,9,1.7,9,0.6,9,0.6,4,1.2,8,2.1,6,13.0,7,12.7,8,0.542,9,0.319,7,0.23,6,6.9,2,13.0,7,10.0,4,8.7,9,1.1,9,1.9,4,9.0,9,20.9,6,1.1,8,1.3,8,2.4,8,0.063,8,-1.3,9,-1.2,9,-2.5,9,-0.2,9,13.0,7,0.206,6,0.295,2,0.082,6,0.098,2,4.8,5,16.0,7,6.3,7
180,180,727,2024,Grant Williams,5,PF,5,TOT,5,76.0,2,43.0,8,3.6,9,8.0,9,4.4,6,0.375,5,3.5,9,0.558,4,0.56,5,1.4,8,1.8,8,0.757,8,1.1,4,3.1,7,4.2,6,1.6,8,2.3,7,0.6,9,0.5,6,1.4,7,3.0,1,10.3,9,10.7,10,0.588,5,0.555,2,0.231,6,4.8,4,13.1,7,8.9,6,11.3,7,1.0,9,1.6,5,14.1,2,16.0,9,1.1,8,1.4,8,2.5,8,0.055,9,-1.9,9,-0.7,7,-2.6,10,-0.3,10,16.5,3,0.183,7,0.165,7,0.079,6,0.017,8,2.0,7,31.8,3,12.7,3
181,181,730,2024,Jalen Williams,5,PF,5,OKC,5,69.0,5,69.0,3,7.6,3,14.1,4,3.4,8,0.428,1,10.7,3,0.574,3,0.59,2,2.6,4,3.2,4,0.813,5,0.5,9,3.5,6,4.1,7,2.6,3,4.6,4,1.1,3,0.6,4,1.8,4,2.5,3,19.3,4,19.0,3,0.62,2,0.242,9,0.225,6,2.2,8,13.0,7,7.8,7,21.2,4,1.8,3,1.9,4,10.2,7,24.0,4,4.1,2,2.5,3,6.6,2,0.145,2,1.9,3,0.3,4,2.2,3,2.3,3,11.8,8,0.261,4,0.245,3,0.168,2,0.084,3,7.3999999999999995,3,10.6,8,4.2,8
182,182,736,2024,Patrick Williams,5,PF,5,CHI,5,43.0,10,30.0,9,3.7,9,8.3,8,3.4,8,0.399,3,4.9,8,0.474,10,0.525,8,1.2,8,1.5,8,0.788,6,1.1,4,2.8,8,3.9,7,1.2,9,1.5,9,0.9,5,0.8,3,1.3,7,2.0,7,10.0,9,11.0,10,0.553,8,0.412,5,0.184,8,4.6,4,12.5,8,8.4,6,7.8,9,1.7,3,2.9,2,12.8,3,16.8,8,0.0,9,1.1,9,1.1,10,0.045,9,-2.2,10,-0.2,5,-2.3,9,-0.1,9,14.6,6,0.267,3,0.128,9,0.092,5,0.1,2,10.9,2,30.4,3,12.1,3
183,183,738,2024,Vince Williams Jr.,5,SG,5,MEM,5,52.0,9,33.0,9,3.3,10,7.3,10,4.0,7,0.378,4,3.3,10,0.529,6,0.55,6,2.0,6,2.5,6,0.8,6,1.1,4,4.4,4,5.6,4,1.9,6,3.4,5,0.9,5,0.7,3,1.8,4,2.6,3,10.0,9,12.8,8,0.597,4,0.551,2,0.343,2,4.7,4,19.9,3,12.0,3,18.1,5,1.6,4,2.2,3,17.4,1,15.9,9,0.9,8,1.7,6,2.6,8,0.089,6,-1.7,9,1.0,2,-0.7,7,0.5,7,15.7,4,0.245,4,0.142,9,0.045,8,0.016,9,2.4,7,33.5,3,13.4,3
184,184,740,2024,Zion Williamson,5,PF,5,NOP,5,67.0,6,67.0,4,8.9,1,15.4,3,0.2,10,0.357,7,15.2,1,0.579,2,0.579,3,5.0,1,7.1,1,0.701,9,1.8,2,4.1,5,5.8,4,1.9,6,5.0,3,1.0,4,0.7,3,2.7,2,2.3,4,22.9,2,22.7,1,0.616,3,0.014,10,0.462,1,6.6,3,14.9,5,10.8,4,26.5,2,1.6,4,2.1,3,12.8,3,29.7,2,4.2,2,2.8,3,7.0,2,0.159,2,3.6,2,0.5,3,4.1,2,3.2,2,3.8,10,0.567,1,0.389,1,0.028,10,0.003,10,8.3,3,14.299999999999999,7,5.6,7
185,185,757,2024,Trae Young,5,PG,5,ATL,5,52.0,9,52.0,6,8.1,2,19.0,1,8.8,1,0.373,5,10.2,3,0.476,10,0.515,9,6.6,1,7.7,1,0.857,3,0.4,9,2.3,10,2.8,10,2.5,3,10.8,1,1.4,1,0.2,9,4.3,1,2.1,6,26.1,1,20.4,2,0.584,5,0.464,4,0.403,1,1.3,10,8.0,10,4.5,10,45.0,1,1.9,2,0.5,10,16.2,1,31.0,1,3.7,3,0.6,10,4.3,5,0.11,4,5.0,1,-2.2,10,2.7,3,2.2,3,17.6,2,0.122,9,0.188,6,0.157,2,0.069,4,0.1,10,5.5,10,2.2,10
186,186,760,2024,Ivica Zubac,5,C,5,LAC,5,67.0,6,67.0,4,5.0,6,7.7,9,0.0,10,,10,7.7,5,0.647,1,0.647,1,1.8,7,2.5,6,0.723,9,2.9,1,6.4,2,9.3,1,1.2,9,1.4,10,0.3,10,1.2,1,1.2,8,2.7,2,11.7,8,19.2,3,0.669,1,0.0,10,0.324,3,14.2,1,29.1,1,21.9,1,7.5,9,0.6,10,4.1,1,11.9,5,16.6,8,4.2,2,2.3,4,6.4,3,0.173,1,0.7,5,0.0,5,0.7,5,1.2,5,3.7,10,0.493,1,0.466,1,0.041,9,0.0,10,24.4,1,,10,0.2,10
